Class,Image Path
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-016.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-017.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-019.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-020.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-021.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-022.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-023.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-024.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-025.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-026.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-027.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-028.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-029.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-030.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-031.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-032.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-033.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-034.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-035.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-036.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-037.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-038.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-039.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-040.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-041.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-042.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-043.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-044.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-045.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-046.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-047.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-048.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-049.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-050.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-051.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-052.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-053.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-054.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-055.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-056.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-057.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-058.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-059.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-060.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-061.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-062.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-063.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-064.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-065.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-066.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-067.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-068.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-069.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-070.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-071.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-072.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-073.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-074.jpg
Carissa Carandas (Karanda),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Carissa Carandas (Karanda)\CC-S-075.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-001.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-002.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-003.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-004.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-005.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-006.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-007.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-008.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-009.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-010.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-011.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-012.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-013.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-014.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-015.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-016.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-017.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-018.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-019.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-020.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-021.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-022.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-023.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-024.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-025.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-026.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-027.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-028.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-029.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-030.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-031.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-032.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-033.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-034.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-035.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-036.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-037.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-038.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-039.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-040.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-041.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-042.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-043.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-044.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-045.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-046.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-047.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-048.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-049.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-050.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-051.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-052.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-053.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-054.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-055.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-056.jpg
Citrus Limon (Lemon),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Citrus Limon (Lemon)\CL-S-057.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-001.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-002.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-003.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-004.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-005.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-006.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-007.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-008.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-009.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-010.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-011.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-012.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-013.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-014.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-015.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-016.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-017.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-018.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-019.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-020.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-021.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-022.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-023.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-024.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-025.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-026.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-027.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-028.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-029.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-030.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-031.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-032.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-033.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-034.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-035.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-036.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-037.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-038.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-039.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-040.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-041.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-042.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-043.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-044.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-045.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-046.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-047.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-048.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-049.jpg
Ficus Auriculata (Roxburgh fig),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Auriculata (Roxburgh fig)\FA-S-050.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-001.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-002.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-003.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-004.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-005.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-006.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-007.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-008.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-009.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-010.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-011.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-012.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-013.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-014.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-015.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-016.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-017.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-018.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-019.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-020.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-021.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-022.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-023.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-024.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-025.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-026.jpg
Ficus Religiosa (Peepal Tree),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Ficus Religiosa (Peepal Tree)\FR-S-027.jpg
