Class,Image Path
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-041.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-042.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-043.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-044.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-045.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-046.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-047.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-048.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-049.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-050.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-051.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-052.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-053.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-054.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-055.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-056.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-057.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-058.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-059.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-060.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-061.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-062.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Azadirachta Indica (Neem)\AI-S-063.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-008_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-059_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-027_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-004_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-051_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-010_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-015_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-036_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-032_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-036_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-016_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-016_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-049_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-049_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-019_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-024_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-055_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-024_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-050_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-005_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-044_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-005_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-022_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-060_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-053_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-028_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-011_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-004_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-036_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-009_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-042_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-007_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-024_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-043_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-036_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-011_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-016_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-054_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-056_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-027_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-038_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-050_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-052_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-038_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-009_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-063_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-056_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-016_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-010_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-009_aug_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-009_aug_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-061_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-039_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-004_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-011_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-036_aug_aug.jpg
Azadirachta Indica (Neem),D:\Directory\Med Scan\Balanced_Dataset\Azadirachta Indica (Neem)\AI-S-023_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-001.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-002.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-003.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-004.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-005.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-006.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-007.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-008.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-009.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-010.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-011.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-012.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-013.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-014.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-015.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-016.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-017.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-018.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-019.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-020.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-021.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-022.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-023.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-024.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-025.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-026.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-027.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-028.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-029.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-030.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-031.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-032.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-033.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-034.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-035.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-036.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-037.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-038.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-039.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-040.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-041.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-042.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-043.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-044.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-045.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-046.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-047.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-048.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-049.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-050.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-051.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-052.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-053.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-054.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-055.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-056.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-057.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-058.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-059.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-060.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-061.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-062.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-063.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-064.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-065.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-066.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-067.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-068.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-069.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-070.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-071.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-072.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-073.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-074.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-075.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-076.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-077.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-078.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-079.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-080.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-081.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-082.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-083.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-084.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-085.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-086.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-087.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-088.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-089.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-090.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-091.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-092.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-093.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-094.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-095.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-096.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-097.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-098.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-099.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-100.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-101.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-102.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Basella Alba (Basale)\BA-S-103.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-079_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-088_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-059_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-009_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-049_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-021_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-094_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-088_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-055_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-017_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-047_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-028_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-041_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-083_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-095_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-003_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-081_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-102_aug.jpg
Basella Alba (Basale),D:\Directory\Med Scan\Balanced_Dataset\Basella Alba (Basale)\BA-S-102_aug.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-001.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-002.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-003.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-004.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-005.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-006.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-007.jpg
Brassica Juncea (Indian Mustard),D:\Directory\Med Scan\Segmented Medicinal Leaf Images\Brassica Juncea (Indian Mustard)\BJ-S-008.jpg
